T4 - 9Sep_Map_MIDDAY,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column16,Column17,Column18,Column19,Column21,Column24,Column25
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI
14,29,48.8984,41.24416351,-7.114682198,-89.69,-574.61,-90.12,-573.66,153.5,36.63,34.3,1002.5,17.8,246,0.7,0.12
14,29,49.2031,41.24416351,-7.114683151,-89.75,-574.62,-90.08,-573.62,153.5,36.63,34.3,1002.5,17.8,252,0.7,0.12
14,29,49.3984,41.24416351,-7.114684105,-89.81,-574.62,-90.17,-573.64,153.5,36.63,34.3,1002.5,17.8,250,0.7,0.12
14,29,49.7031,41.24416351,-7.114686966,-90.06,-574.83,-90.44,-573.95,153.4,36.35,34.3,1002.5,17.8,247,0.76,0.04
14,29,50,41.24416351,-7.11468792,-90.12,-574.84,-90.47,-573.98,153.4,36.35,34.3,1002.5,17.8,248,0.76,0.04
14,29,50.2031,41.24416351,-7.11468935,-90.25,-574.85,-90.6,-573.99,153.4,36.35,34.3,1002.5,17.8,248,0.76,0.04
14,29,50.5,41.24416351,-7.114690304,-90.37,-574.86,-90.71,-574,153.4,37.64,34.3,1002.5,17.8,249,0.74,0.07
14,29,50.7969,41.24416351,-7.114692211,-90.49,-574.87,-90.75,-574.25,153.4,37.64,34.3,1002.5,17.8,248,0.74,0.07
14,29,51.1016,41.24416351,-7.114694118,-90.68,-574.88,-90.92,-574.27,153.4,37.64,34.3,1002.5,17.7,249,0.73,0.07
14,29,51.3984,41.24416351,-7.114695072,-90.74,-574.89,-91.16,-573.92,153.4,37.84,34.3,1002.5,17.7,247,0.73,0.04
14,29,51.7969,41.24416351,-7.114697456,-90.93,-574.9,-91.28,-573.95,153.3,37.84,34.4,1002.5,17.7,250,0.73,0.04
14,29,52.1016,41.24416351,-7.114699364,-91.11,-574.92,-91.51,-573.99,153.3,37.84,34.4,1002.5,17.7,247,0.73,0.04
14,29,52.3984,41.24416351,-7.114700317,-91.18,-574.92,-91.6,-573.94,153.3,37.12,34.4,1002.5,17.6,247,0.73,0.04
14,29,52.7969,41.24416351,-7.114702225,-91.36,-574.94,-91.8,-573.97,153.3,37.12,34.4,1002.5,17.6,246,0.67,0.12
14,29,53.1016,41.24416351,-7.114704609,-91.55,-574.95,-91.99,-573.93,153.3,37.12,34.4,1002.5,17.6,247,0.67,0.12
14,29,53.2969,41.24415588,-7.114705563,-91.67,-575.53,0,0,153.3,36.6,34.4,1002.5,17.6,244,0.67,0.12
14,29,53.6016,41.24415588,-7.114706516,-91.8,-575.54,-92.26,-574.61,153.3,0,34.4,1002.5,17.6,244,0,0.08
14,29,53.7969,41.24415588,-7.11470747,-91.86,-575.54,-92.33,-574.6,153.3,0,34.4,1002.5,17.5,244,0.8,0.08
14,29,54.1016,41.24415588,-7.114708424,-91.92,-575.55,-92.33,-574.64,153.3,36.64,34.4,1002.5,17.5,246,0.8,0.08
14,29,54.3984,41.24415588,-7.114710331,-92.11,-575.56,-92.49,-574.67,153.3,36.64,34.4,1002.5,17.5,247,0.68,0.01
14,29,54.7031,41.24415588,-7.114711285,-92.17,-575.57,-92.59,-574.63,153.3,36.64,34.4,1002.5,17.5,246,0.68,0.01
14,29,55,41.24415588,-7.114713669,-92.35,-575.58,-92.74,-574.62,153.2,37.23,34.4,1002.5,17.5,248,0.68,0.01
14,29,55.2969,41.24415588,-7.114715576,-92.54,-575.6,-92.94,-574.68,153.2,37.23,34.4,1002.5,17.5,247,0.6,0.05
14,29,55.6016,41.24415588,-7.114717484,-92.6,-575.61,-93.02,-574.69,153.2,37.23,34.4,1002.5,17.5,246,0.6,0.05
14,29,55.7969,41.24415588,-7.114718437,-92.73,-575.62,-93.15,-574.6,153.2,37.15,34.4,1002.5,17.5,248,0.6,0.05
14,29,56.1016,41.24415588,-7.114720821,-92.91,-575.3,-93.41,-574.29,153.2,37.15,34.4,1002.5,17.5,244,0.6,0.05
14,29,56.2969,41.24415588,-7.114720821,-92.91,-575.3,-93.34,-574.29,153.2,37.15,34.4,1002.5,17.5,247,0.6,0.05
14,29,56.5,41.24415588,-7.114721775,-92.97,-575.3,-93.34,-574.34,153.2,37.15,34.4,1002.5,17.5,249,0.6,0.05
14,29,56.7969,41.24415588,-7.114723682,-93.16,-575.32,-93.53,-574.55,153.2,36.38,34.4,1002.5,17.5,245,0.65,0.05
14,29,57.1016,41.24415588,-7.11472559,-93.28,-575.33,-93.63,-574.56,153.2,36.38,34.4,1002.5,17.5,246,0.65,0.09
14,29,57.5,41.24415588,-7.114727974,-93.53,-575.35,-93.93,-574.51,153.1,36.88,34.4,1002.5,17.6,245,0.65,0.09
14,29,57.7969,41.24415588,-7.114728928,-93.59,-575.35,-93.98,-574.44,153.1,36.88,34.4,1002.5,17.6,247,0.74,0.07
14,29,58.1016,41.24414825,-7.114729881,-93.66,-576.4,-94.02,-575.48,153.1,36.88,34.4,1002.5,17.6,249,0.74,0.07
