T5 - 10Sep_Morning930_GT,,,,,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column15,Column16,Column17,Column18,Column20,Column23,Column24,Column33,Column34,Column35,Column36
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI,Row,Space,Irrig,Scholand
10,28,15.3984,41.24415588,-7.114721775,-92.97,-575.49,-93.3,-574.73,152.9,24.35,22.2,1003.8,42,247,0.58,-0.04,32,4,60,-11.25
10,28,15.6016,41.24415588,-7.114722729,-93.1,-575.5,-93.45,-574.77,152.9,24.35,22.2,1003.8,42,245,0.58,0.02,32,4,60,-11.25
10,28,15.7969,41.24415588,-7.114723682,-93.16,-575.51,-93.52,-574.76,152.9,24.35,22.2,1003.8,41.9,245,0.58,0.02,32,4,60,-11.25
10,28,16.1016,41.24415588,-7.11472559,-93.28,-575.52,-93.68,-574.73,152.9,24.35,22.2,1003.8,41.9,244,0.66,0.02,32,4,60,-11.25
10,28,16.2969,41.24415588,-7.114726543,-93.41,-575.53,-93.82,-574.67,152.9,24.35,22.2,1003.8,41.9,245,0.66,0.02,32,4,60,-11.25
10,28,16.6016,41.24415588,-7.114727974,-93.53,-575.54,-93.93,-574.66,152.9,24.35,22.2,1003.8,41.9,246,0.66,0.17,32,4,60,-11.25
10,28,16.7969,41.24415588,-7.114728928,-93.59,-575.54,-94,-574.64,152.9,25.27,22.2,1003.8,41.9,246,0.79,0.17,32,4,60,-11.25
10,28,17.1016,41.24415588,-7.114729881,-93.66,-575.55,0,0,152.9,25.27,22.2,1003.8,41.9,247,0.79,0.17,32,4,60,-11.25
10,28,17.2969,41.24415588,-7.114730835,-93.78,-575.56,0,0,152.9,0,22.2,1003.8,41.9,246,0,0,,,,
10,28,17.5,41.24415588,-7.114731789,-93.84,-575.56,0,0,152.9,0,22.2,1003.8,41.9,247,0,0,,,,
10,28,17.7969,41.24415588,-7.114733696,-93.97,-575.57,0,0,152.9,0,22.2,1003.8,41.9,249,0,0,,,,
10,28,18.1016,41.24415588,-7.114735126,-94.09,-575.58,-94.58,-574.64,152.9,0,22.2,1003.8,41.9,243,0,0,,,,
10,28,18.3984,41.24415588,-7.114737034,-94.28,-575.6,-94.64,-574.68,152.9,23.52,22.2,1003.8,41.9,249,0.78,0,,,,
10,28,18.7031,41.24415588,-7.114737988,-94.34,-575.6,-94.76,-574.64,152.9,23.52,22.2,1003.8,42,247,0.78,0,,,,
10,28,19,41.24415588,-7.114739895,-94.52,-575.62,-94.99,-574.64,152.9,23.52,22.2,1003.8,42,245,0.78,0.04,,,,
10,28,19.2031,41.24415588,-7.114740849,-94.59,-575.62,-95.01,-574.68,152.8,23.52,22.2,1003.8,42,246,0.78,0.04,,,,
